,A,P
2612,0.0977101,12.672
2613,0.0280915,69.666
2614,0.0728002,41.142
2615,0.0801167,-33.684
2616,0.0982137,-0.222
2617,0.0285646,69.036
2618,0.0821691,-30.246
2619,0.0748677,40.65
2620,0.0443499,-60.192
2621,0.0983357,12.69
2622,0.0434344,-61.188
2623,0.0110093,-75.558
2624,0.040314,-61.488
2625,0.0967412,11.082
2626,0.059479,-49.248
2627,0.095139,10.356
2628,0.00864416,69.552
2629,0.0927968,-20.25
2630,0.00809485,70.434
2631,0.0947499,11.28
2632,0.0075455,71.79
2633,0.0979695,9.99
2634,0.0624468,-51.066
2635,0.09372,20.238
2636,0.0703359,-40.578
2637,0.0821843,30.552
2638,0.0296327,-69.582
2639,0.0949025,-11.052
2640,0.0411685,62.196
2641,0.0998387,1.644
2642,0.0262223,70.902
2643,0.0872273,-29.106
2644,0.0951161,2.334
2645,0.0318377,-69.252
2646,0.0985951,1.014
2647,0.0823827,-30.492
2648,0.0843587,32.364
2649,0.0308305,-71.778
2650,0.0701604,42.51
2651,0.0779119,-31.92
2652,0.06881,41.982
2653,0.0437777,61.128
2654,0.097672,-10.896
2655,0.0918355,20.184
2656,0.0113526,-75.312
2657,0.0974965,-7.854
2658,0.00633243,-62.574
2659,0.04406,61.038
2660,0.056618,-53.784
2661,0.0926747,20.034
2662,0.0550768,-54.618
2663,0.0933156,19.098
2664,0.00772861,-69.348
2665,0.0985951,-11.832
2666,0.043236,61.542
2667,0.0704122,-41.412
2668,0.0832295,32.226
2669,0.0577624,-50.478
2670,0.0273362,-69.042
2671,0.0740743,-40.974
2672,0.0844808,30.462
2673,0.0266496,-68.706
2674,0.0861058,31.854
2675,0.0691762,-42.342
2676,0.0861516,31.026
2677,0.0705876,-43.716
2678,0.086556,30.138
2679,0.0223695,-70.83
2680,0.0942159,0.216
2681,0.0230714,71.37
2682,0.084496,-30.612
2683,0.0998845,0.102
2684,0.0266801,71.202
2685,0.0726323,42.408
2686,0.0252687,71.226
2687,0.099587,1.032
2688,0.0198976,73.296
2689,0.0857015,-29.622
2690,0.0650868,44.97
2691,0.0393984,63.888
2692,0.0717397,-39.726
2693,0.0416644,62.826
2694,0.0755086,-38.238
2695,0.0817876,32.994
2696,0.0322802,-66.474
2697,0.0983434,2.76
2698,0.0491564,-58.218
2699,0.0978551,4.584
2700,0.0917897,-16.128
2701,0.0581973,-50.094
2702,0.0953221,12.528
2703,0.00751498,72.3
2704,0.0903401,22.38
2705,0.063149,-50.058
2706,0.0608904,50.832
2707,0.0950704,-10.194
2708,0.0582659,52.59
2709,0.0563357,-50.928
2710,0.09166,19.65
2711,0.0706563,-41.142
2712,0.0893254,21.612
2713,0.0116578,-77.784
2714,0.0947499,-8.67
2715,0.0461199,61.242
2716,0.0966802,-9.87
2717,0.0427401,62.994
2718,0.073998,-40.506
2719,0.0773244,34.08
2720,0.0308686,-69.234
2721,0.0700841,43.74
2722,0.0493777,-57.51
2723,0.10141,2.058
2724,0.0312655,-68.004
2725,0.0949712,1.86
2726,0.0231248,72.378
2727,0.0810475,-28.602
2728,0.0673604,44.874
2729,0.0524447,-56.262
2730,0.0646825,44.574
2731,0.0307542,-66.402
2732,0.0669332,45.636
2733,0.0829701,-28.962
2734,0.0662084,45.018
2735,0.0824819,-29.91
2736,0.00717166,68.466
2737,0.0859151,-28.386
2738,0.070168,42.96
2739,0.0832143,-29.034
2740,0.0709996,42.072
2741,0.0497515,-59.352
2742,0.0880895,-29.1
2743,0.0678258,45.312
2744,0.0488513,-59.016
2745,0.0548098,54.666
2746,0.068871,-46.626
2747,0.0558779,53.826
2748,0.0658803,-47.214
2749,0.0921407,23.784
2750,0.0161821,-72.324
2751,0.0773625,36.732
2752,0.0128556,-69.9
2753,0.100289,-5.046
2754,0.015503,-75.714
2755,0.0904775,23.976
2756,0.0637441,-47.994
2757,0.0597613,51.792
2758,0.0621035,-48.822
2759,0.0819173,-29.184
2760,0.0735021,41.496
2761,0.0289232,-69.072
2762,0.0272447,70.686
2763,0.0959706,11.88
2764,0.0403292,-61.746
2765,0.0968099,5.556
2766,0.027176,70.068
2767,0.0965657,10.032
2768,0.0287477,69.36
2769,0.0727696,-42.408
2770,0.034981,67.422
2771,0.0982213,-2.7
2772,0.0906911,-23.796
2773,0.0631337,47.736
2774,0.057709,-53.808
2775,0.0936131,-23.562
2776,0.0611117,50.712
2777,0.0910497,-21.264
2778,0.014618,73.548
2779,0.0931554,-22.53
2780,0.0632482,51.084
2781,0.0566638,-52.326
2782,0.0596774,50.922
2783,0.0914464,-24.366
2784,0.0965047,9.588
2785,0.094521,-22.764
2786,0.0165864,73.26
2787,0.0897069,-23.172
2788,0.00211336,12.9
2789,0.0925984,-12.948
2790,0.0461352,59.958
2791,0.0926747,-13.932
2792,0.0623705,49.026
2793,0.0875859,27.996
2794,0.00199892,-20.49
2795,0.0935292,16.524
2796,0.0497897,-58.092
2797,0.0704732,44.376
2798,0.100747,1.992
2799,0.0588915,51.528
2800,0.0969167,-12.768
2801,0.0899587,21.162
2802,0.0161058,-77.67
2803,0.0975499,-9.408
2804,0.0376513,64.362
2805,0.074471,-39.972
2806,0.0424502,62.784
2807,0.0968022,-11.274
2808,0.00902563,-73.716
2809,0.0982442,-9.564
2810,0.00646213,-67.824
2811,0.0958409,-10.224
2812,0.0240175,-72.21
2813,0.0998387,-0.588
2814,0.0223924,71.466
2815,0.0973897,-1.242
2816,0.0434191,61.458
2817,0.0723577,41.01
2818,0.0260926,-73.548
2819,0.0964818,-0.24
2820,0.028618,68.922
2821,0.0835881,-30.684
2822,0.0828786,29.712
2823,0.0274049,-69.78
2824,0.0983815,-0.846
2825,0.0901952,-18.756
2826,0.0579302,52.044
2827,0.0996327,-9.066
2828,0.0568926,51.546
2829,0.0980077,-9.852
2830,0.0593646,50.424
2831,0.0672841,43.758
2832,0.0472109,-60.456
2833,0.0988164,10.278
2834,0.0451205,-61.152
2835,0.0679479,42.162
2836,0.0457995,-58.878
2837,0.0994115,11.064
2838,0.0443652,-59.688
2839,0.00405124,-51.546
2840,0.0957799,-10.422
2841,0.00971991,-74.574
2842,0.0963521,-11.454
2843,0.0429003,61.71
2844,0.0127717,-77.37
2845,0.0974126,-8.166
2846,0.0140458,-74.646
2847,0.0841832,31.416
2848,0.00939184,-67.602
2849,0.0959859,-9.918
2850,0.00965887,-71.364
2851,0.0974889,-11.076
2852,0.0455859,61.758
2853,0.0584719,-52.05
2854,0.0468676,60.978
2855,0.0940709,1.278
2856,0.0237275,71.328
2857,0.0856328,-29.598
2858,0.0679936,44.67
2859,0.0215532,72.756
2860,0.0840993,-26.16
2861,0.0233842,72.048
2862,0.0864034,-27.522
2863,0.0689855,43.782
2864,0.0850835,-28.362
2865,0.0222474,72.546
2866,0.0861516,-29.544
2867,0.0622561,-49.728
2868,0.0912938,-18.942
2869,0.00601962,67.266
2870,0.0945668,12.258
2871,0.0428317,-62.232
2872,0.0765157,40.446
2873,0.0907826,-20.538
2874,0.0735707,40.056
2875,0.0277177,-71.142
2876,0.0581591,-53.208
2877,0.0257264,-71.7
2878,0.0743642,40.692
2879,0.0287858,69.738
2880,0.0832067,-30.294
2881,0.0312043,68.784
2882,0.0812612,-31.056
2883,0.0735707,40.038
2884,0.0823293,-32.244
2885,0.070725,41.934
2886,0.0461276,-62.466
2887,0.0976262,11.472
2888,0.0735707,42.078
2889,0.0457766,-58.47
2890,0.0929265,12.174
2891,0.00402072,57.102
2892,0.0833745,-29.574
2893,0.0968099,-9.756
2894,0.0429232,62.982
2895,0.0747304,-40.458
2896,0.0971074,-6.798
2897,0.0361254,-66.966
2898,0.0697484,43.926
2899,0.0326846,-66.996
2900,0.021576,71.928
2901,0.0313189,-67.878
2902,0.0974278,4.416
2903,0.0931554,-16.524
2904,0.00408939,68.196
2905,0.0933232,-20.46
2906,0.0916295,13.788
2907,0.0666127,-47.94
2908,0.0102006,-72.63
2909,0.0914311,-19.296
2910,0.0524981,54.684
2911,0.0887609,-19.938
2912,0.0580447,53.088
2913,0.0607913,-50.244
2914,0.0923467,23.292
2915,0.00498202,66.93
2916,0.0836797,-28.956
2917,0.0300294,69.51
2918,0.0849919,-30.186
2919,0.0996327,0.612
2920,0.0471041,-59.724
2921,0.0946965,13.884
2922,0.0619509,-50.418
2923,0.00986487,-72.912
2924,0.0939107,21.354
2925,0.0101777,72.786
2926,0.0913701,-19.794
2927,0.0554507,54.024
2928,0.0629201,-50.664
2929,0.060982,52.446
2930,0.0576556,-50.754
2931,0.0955968,11.958
2932,0.0584261,-52.11
2933,0.0986409,10.698
2934,0.0621645,-50.58
2935,0.0913701,20.862
2936,0.0598834,-51.282
2937,0.0880437,20.394
2938,0.0552752,53.262
2939,0.0882344,22.062
2940,0.0575945,52.2
2941,0.098557,-8.766
2942,0.055527,51.888
2943,0.0581896,-52.488
2944,0.0910115,21.396
2945,0.0110322,-71.226
2946,0.0949636,-9.138
2947,0.00832373,-66.696
2948,0.0998235,-7.824
2949,0.0413058,62.646
2950,0.0983663,-8.622
2951,0.00404361,-42.264
2952,0.0483172,59.838
2953,0.00345613,-38.352
2954,0.0891728,-20.874
2955,0.0704274,-41.736
2956,0.0945973,-11.07
2957,0.0406268,62.25
2958,0.0975194,-9.54
2959,0.069222,-43.776
2960,0.0962605,-10.362
2961,0.0838552,-30.942
2962,0.030243,68.088
2963,0.0817876,-31.68
2964,0.0747609,39.54
2965,0.0438235,-61.896
2966,0.095017,11.778
2967,0.00640109,70.416
2968,0.093514,-18.786
2969,0.0591052,52.272
2970,0.0933003,-19.74
2971,0.00289918,60.432
2972,0.087708,-20.01
2973,0.0953374,10.506
2974,0.060509,-51.024
2975,0.0897222,23.004
2976,0.012703,-75.132
2977,0.0978246,-7.41
2978,0.0130997,-71.31
2979,0.0932469,20.898
2980,0.0150376,-76.182
2981,0.0947499,-8.958
2982,0.0889134,24.456
2983,0.013939,-75.12
2984,0.0972905,-6.264
2985,0.03772,64.116
2986,0.0950017,-6.966
2987,0.0353625,65.604
2988,0.0988317,2.994
2989,0.0260392,72.084
2990,0.0886159,-24.894
2991,0.100014,-7.902
2992,0.0397112,64.818
2993,0.0769506,-35.178
2994,0.0366137,-66.456
2995,0.0780034,-36.414
2996,0.0489352,-55.686
2997,0.00286867,-64.146
2998,0.0871968,-28.806
2999,0.0641866,45.834
3000,0.0834889,-29.334
3001,0.0455554,-60.648
3002,0.0993352,12.474
3003,0.00435641,64.374
3004,0.0951695,12.06
3005,0.0712743,42.588
3006,0.0944066,11.256
3007,0.0701528,41.988
3008,0.045212,-58.452
3009,0.0051575,66.15
3010,0.0835652,-31.464
3011,0.0688176,42.876
3012,0.0484545,-58.176
3013,0.0952458,12.546
3014,0.00224306,45.24
3015,0.0920415,-18.126
3016,0.00372316,61.92
3017,0.0965962,13.23
3018,0.0449679,-61.002
3019,0.0770421,38.7
3020,0.0907903,-22.152
3021,0.0964818,8.808
3022,0.0608523,-49.65
3023,0.0975041,10.464
3024,0.0278474,69.078
3025,0.0959477,9.732
3026,0.00745395,72.36
3027,0.0915837,-21.132
3028,0.0536501,53.298
3029,0.0611575,-51.294
3030,0.042618,62.472
3031,0.0753102,-38.61
3032,0.0914083,21.852
3033,0.0740209,-39.486
3034,0.0210649,72.012
3035,0.0853353,-29.406
3036,0.0231782,71.382
3037,0.0970006,1.932
3038,0.0224611,71.328
3039,0.0764318,-39.942
3040,0.0483859,60.15
3041,0.0963902,0.144
3042,0.0944142,-20.976
3043,0.0580065,53.046
3044,0.0621111,-51.438
3045,0.0604708,51.978
3046,0.0577929,-51.738
3047,0.00688937,-69.972
3048,0.0884099,-23.22
3049,0.0616305,50.418
3050,0.05983,-51.066
3051,0.0894551,-20.25
3052,0.0583651,50.898
3053,0.0892644,-21.216
3054,0.0579684,52.29
3055,0.0903096,-22.362
3056,0.0598681,51.276
3057,0.0907445,-20.448
3058,0.055649,51.306
3059,0.0863881,30.072
3060,0.047539,60.108
3061,0.0964131,-0.174
3062,0.022751,-67.974
3063,0.0855031,28.548
3064,0.0250245,-71.214
3065,0.0961156,0.756
3066,0.0219117,-70.806
3067,0.0729909,-40.89
3068,0.0287477,68.928
3069,0.0817571,-30.39
3070,0.0698781,43.428
3071,0.0825429,-31.542
3072,0.0730214,42.246
3073,0.0239869,-69.27
3074,0.0726628,41.52
3075,0.0472109,-60.042
3076,0.0963826,10.932
3077,0.0050278,63.738
3078,0.0461657,-58.866
3079,0.0723042,40.836
3080,0.0456316,-60.018
3081,0.0972676,13.116
3082,0.00620273,70.416
3083,0.092011,-17.238
3084,0.0147629,-70.974
3085,0.0919576,22.104
3086,0.0628667,-50.112
3087,0.0549395,53.778
3088,0.0908284,-21.24
3089,0.0728459,-42.336
3090,0.094727,-11.226
3091,0.0408328,62.124
3092,0.0965199,-9.564
3093,0.041527,61.434
3094,0.0835118,30.174
3095,0.0672841,-41.4
3096,0.0863881,29.004
3097,0.0447009,61.338
3098,0.0757756,-42.168
3099,0.083077,32.376
3100,0.082253,-31.752
3101,0.0863957,31.164
3102,0.0985646,-0.288
3103,0.0852971,30.45
3104,0.0272523,-68.832
3105,0.0972066,0.018
3106,0.0842366,33.078
3107,0.0732045,-41.664
3108,0.0798497,32.808
3109,0.0279237,-69.528
3110,0.0256349,70.182
3111,0.0285112,-66.798
3112,0.101845,0.936
3113,0.0441515,-58.722
3114,0.0840535,-29.226
3115,0.071053,42.036
3116,0.0829473,-30.078
3117,0.0697713,43.68
3118,0.0983205,1.278
3119,0.0439761,60.714
3120,0.087502,29.388
3121,0.00263979,-28.38
3122,0.098618,-12.084
3123,0.0255662,-69.918
3124,0.0847631,28.062
3125,0.00769046,-76.926
3126,0.0387805,-63.666
3127,0.0980229,-4.854
3128,0.0319521,67.488
3129,0.101189,7.776
3130,0.0342104,66.552
3131,0.0973363,-6.678
3132,0.0347064,66.0
3133,0.0792699,35.592
3134,0.0141831,-74.412
3135,0.0966802,-5.706
3136,0.0339663,66.606
3137,0.093308,5.052
3138,0.0319369,-65.058
3139,0.080277,35.424
3140,0.0720296,-38.88
3141,0.0776448,34.968
3142,0.0338824,-68.838
3143,0.0842366,33.354
3144,0.00894171,-69.594
3145,0.0821996,32.79
3146,0.0145569,-75.168
3147,0.0931935,-8.19
3148,0.0726552,-40.152
3149,0.0929418,20.124
3150,0.0928426,-0.138
3151,0.0424273,61.992
3152,0.0707784,-42.012
3153,0.0809407,32.082
3154,0.0723271,-40.152
3155,0.0218583,-71.472
3156,0.0977025,-0.762
3157,0.0234376,-69.294
3158,0.0469439,57.534
3159,0.0700841,-44.34
3160,0.0878224,27.006
3161,0.0461123,60.084
3162,0.0704198,-44.244
3163,0.0210267,-72.762
3164,0.0141526,73.704
3165,0.079926,-33.372
3166,0.0172502,73.038
3167,0.0996861,5.874
3168,0.0513537,-57.318
3169,0.0964894,16.134
3170,0.0907598,24.972
3171,0.0985341,4.158
3172,0.0156862,73.482
3173,0.0879827,-26.082
3174,0.0777287,36.816
3175,0.0969853,16.038
3176,0.00199129,-47.982
3177,0.094521,-14.328
3178,0.00363161,-61.416
3179,0.0952077,-15.378
3180,0.0458148,58.704
3181,0.0932164,-16.122
3182,0.0466845,57.912
3183,0.00382234,-62.184
3184,0.0952229,-12.894
3185,0.053612,57.3
3186,0.0975728,-14.142
3187,0.0482943,59.412
3188,0.0688252,-44.4
3189,0.0820699,29.97
3190,0.0242921,-72.45
3191,0.074944,-41.454
3192,0.0479052,58.734
3193,0.0794148,38.442
3194,0.0817647,-33.39
3195,0.0737157,40.716
3196,0.0829396,-34.62
3197,0.0768285,39.54
3198,0.0871587,-21.168
3199,0.0164415,74.22
3200,0.0894704,-22.494
3201,0.0681386,-45.852
3202,0.0502245,57.066
3203,0.0696874,-43.938
3204,0.0865407,27.414
3205,0.0698705,-45.102
3206,0.0500262,57.642
3207,0.0646977,-45.264
3208,0.0876393,28.062
3209,0.0987248,-3.606
3210,0.0483706,56.772
3211,0.0647969,-47.574
3212,0.0549166,54.96
3213,0.0668874,-45.756
3214,0.0940099,14.376
3215,0.0661244,-46.734
3216,0.0953374,-16.23
3217,0.0651631,-47.682
3218,0.0895696,26.136
3219,0.0638738,-48.576
3220,0.0541918,54.372
3221,0.00340272,55.128
3222,0.090363,24.36
3223,0.0999455,-7.614
3224,0.0115891,73.878
3225,0.0875478,21.612
3226,0.0107728,74.694
3227,0.0624926,49.656
3228,0.0432513,-62.148
3229,0.0975881,8.43
3230,0.0095368,74.1
3231,0.100449,9.864
3232,0.0558779,-53.586
3233,0.0924001,20.136
3234,0.0127564,74.862
3235,0.0844731,-32.436
3236,0.0321047,67.128
3237,0.0813832,-33.048
3238,0.0339968,66.258
3239,0.0164186,73.536
3240,0.099503,3.996
3241,0.0843816,-27.354
3242,0.0969548,3.354
3243,0.0465777,-56.208
3244,0.0959096,13.47
3245,0.0514987,-58.824
3246,0.0741429,-39.0
3247,0.0516512,-56.436
3248,0.0988164,14.01
3249,0.0699773,44.874
3250,0.0476534,-55.254
3251,0.0949101,17.16
3252,0.00273897,-42.534
3253,0.0955129,-15.912
3254,0.09726,6.672
3255,0.055176,-53.994
3256,0.0985341,16.422
3257,0.0664067,-44.058
3258,0.0502856,58.392
3259,0.0668874,-45.276
3260,0.038399,-65.034
3261,0.0966496,8.148
3262,0.0849004,27.858
3263,0.0976949,7.116
3264,0.019188,73.638
3265,0.101082,5.826
3266,0.0190431,73.656
3267,0.099854,5.07
3268,0.0175935,73.95
3269,0.0344927,-63.576
3270,0.0182954,73.8
3271,0.0973897,6.192
3272,0.0196382,73.536
3273,0.0978627,5.232
3274,0.0232774,72.498
3275,0.0876164,-25.392
3276,0.0626531,46.398
3277,0.0786214,-37.344
3278,0.0921712,-17.46
3279,0.0163804,-73.428
3280,0.0920491,-15.528
3281,0.0491641,55.902
3282,0.0657048,-45.624
3283,0.090981,25.11
3284,0.0173723,-70.938
3285,0.0894017,24.444
3286,0.0162126,-71.646
3287,0.0917211,23.34
3288,0.0614626,-48.21
3289,0.0378802,64.884
3290,0.059334,-48.882
3291,0.0913091,24.162
3292,0.0986485,-7.56
3293,0.0580218,52.302
3294,0.0652776,-49.014
3295,0.0910039,-17.814
3296,0.0475085,56.802
3297,0.0635228,-48.54
3298,0.0353549,65.136
3299,0.0779576,-35.508
3300,0.0375216,64.122
3301,0.0994496,3.786
3302,0.0204698,73.152
3303,0.101052,2.706
3304,0.0320437,-71.754
3305,0.080277,31.794
3306,0.0307847,-68.298
3307,0.0830464,30.606
3308,0.0842977,-30.678
3309,0.0994802,2.808
3310,0.0232927,72.0
3311,0.0858159,-27.654
3312,0.0698171,43.536
3313,0.0494921,-57.168
3314,0.0663228,45.456
3315,0.083138,-29.346
3316,0.00531772,64.398
3317,0.08429,-30.546
3318,0.0720448,43.182
3319,0.0483172,-60.588
3320,0.0963826,13.29
3321,0.00172425,-39.21
3322,0.0906453,-16.974
3323,0.00390628,59.1
3324,0.0911565,-18.036
3325,0.00576022,67.2
3326,0.0920644,-16.218
3327,0.076714,-39.984
3328,0.0972905,-6.138
3329,0.0368121,66.204
3330,0.098496,3.684
3331,0.0327609,-66.864
3332,0.0752568,-37.464
3333,0.0194703,72.654
3334,0.0773702,-38.886
3335,0.0417788,63.714
3336,0.0761724,-36.594
3337,0.0417178,63.15
3338,0.0834661,32.394
3339,0.0855947,-29.058
3340,0.0947423,2.25
3341,0.0304033,-68.832
3342,0.0819631,33.342
3343,0.0296556,-69.912
3344,0.073113,-40.464
3345,0.0244523,70.974
3346,0.00849921,-68.724
3347,0.0258638,70.392
3348,0.0718846,-39.192
3349,0.0784459,32.274
3350,0.0339205,-69.222
3351,0.0828252,33.27
3352,0.0599444,52.734
3353,0.0593112,-50.886
3354,0.0580447,52.356
3355,0.0635915,-49.488
3356,0.0923924,21.756
3357,0.0134125,-71.988
3358,0.097466,-8.418
3359,0.0388415,64.614
3360,0.0968785,-9.33
3361,0.0390093,64.038
3362,0.0603945,-50.424
3363,0.0926747,23.076
3364,0.0747762,-37.872
3365,0.0525362,-58.866
3366,0.0960317,12.696
3367,0.0692906,45.774
3368,0.0510027,-58.404
3369,0.0147706,-72.564
3370,0.0881581,24.516
3371,0.0627446,-50.784
3372,0.0884557,23.616
3373,0.0598147,-47.952
3374,0.0893102,22.68
3375,0.0144044,-71.91
3376,0.0900578,-18.654
3377,0.0705953,44.076
3378,0.0937734,-20.118
3379,0.103348,-0.426
3380,0.0244981,71.682
3381,0.084496,-27.564
3382,0.0693593,43.518
3383,0.0299226,-66.636
3384,0.094048,2.586
3385,0.0315325,-68.874
3386,0.0952306,4.23
3387,0.0474093,-59.214
3388,0.100235,2.742
3389,0.0295869,-71.058
3390,0.0847096,31.608
3391,0.0271226,-71.34
3392,0.0851827,30.732
3393,0.0827641,-30.498
3394,0.0973363,0.3
3395,0.0898747,-20.13
3396,0.0594409,53.034
3397,0.096909,-10.524
3398,0.0417025,62.496
3399,0.0103684,-70.05
3400,0.0949559,-18.648
3401,0.00871283,-68.514
3402,0.0989995,-8.322
3403,0.0842366,-28.908
3404,0.0252992,71.592
3405,0.0919194,11.16
3406,0.00263216,53.538
3407,0.0923696,-19.734
3408,0.00902563,70.59
3409,0.094811,-18.096
3410,0.00926977,71.736
3411,0.0952458,10.728
3412,0.0862966,30.312
3413,0.0285875,-69.54
3414,0.101037,-0.402
3415,0.0241472,71.04
3416,0.0961766,1.944
3417,0.0247575,-70.53
3418,0.0724339,41.262
3419,0.0449984,-59.052
3420,0.0728993,40.428
3421,0.0829015,-31.95
3422,0.100312,-1.314
3423,0.0445178,61.35
3424,0.0708318,41.424
3425,0.0423052,-62.118
3426,0.0861821,-29.754
3427,0.0725789,41.748
3428,0.0737767,39.504
3429,0.0880132,26.172
3430,0.0189058,-74.94
3431,0.0936437,-15.186
3432,0.0527041,55.572
3433,0.00311281,-40.842
3434,0.0519717,-54.246
3435,0.0950398,16.062
3436,0.00276949,-38.358
3437,0.0151978,74.22
3438,0.0908513,-21.576
3439,0.0184556,73.77
3440,0.0425799,-62.316
3441,0.0821767,-32.19
3442,0.0735555,41.562
3443,0.0278322,69.81
3444,0.08886,-29.406
3445,0.101311,1.548
3446,0.0205308,73.122
3447,0.0973744,1.068
3448,0.0916829,-19.962
3449,0.052109,54.324
3450,0.0589907,-49.446
3451,0.0412371,63.348
3452,0.0751042,-37.296
3453,0.0218126,72.12
3454,0.0883641,-27.564
3455,0.0172654,73.224
3456,0.0998845,11.886
3457,0.00255586,49.332
3458,0.0947118,-15.714
3459,0.0498888,55.878
3460,0.00332643,48.738
3461,0.0886998,25.476
3462,0.0194703,-72.792
3463,0.0929646,-15.882
3464,0.0509417,57.456
3465,0.0665212,-46.62
3466,0.0833364,27.864
3467,0.0238038,-71.112
3468,0.097054,-2.73
3469,0.0870214,27.942
3470,0.0261689,-72.726
3471,0.097054,-10.866
3472,0.0464861,59.982
3473,0.073113,-41.454
3474,0.0961995,-10.59
3475,0.0408175,62.61
3476,0.0126572,-74.982
3477,0.0627065,-50.652
3478,0.0586321,52.296
3479,0.0902028,-22.164
3480,0.00622562,-61.128
3481,0.100228,-9.57
3482,0.027855,-67.788
3483,0.0963826,0.942
3484,0.0215074,71.892
3485,0.0983357,10.818
3486,0.00962836,71.478
3487,0.0975499,12.648
3488,0.0592272,-51.06
3489,0.0919499,-17.724
3490,0.054764,53.37
3491,0.0803304,33.198
3492,0.0393908,64.962
3493,0.0767827,-38.292
3494,0.0780339,35.928
3495,0.015793,-75.78
3496,0.0787969,35.028
3497,0.0329516,-68.01
3498,0.0814366,-36.252
3499,0.0796819,35.466
3500,0.0348513,-64.698
3501,0.0961537,7.728
3502,0.0968785,-13.158
3503,0.00359346,44.7
3504,0.0899968,16.02
3505,0.00532535,59.808
3506,0.0966115,-15.078
3507,0.0497744,58.512
3508,0.0661244,-45.096
3509,0.0494082,57.918
3510,0.0558245,-57.75
3511,0.0501711,57.18
3512,0.0693212,-44.604
3513,0.0831838,27.282
3514,0.0639653,-44.742
3515,0.0566561,54.744
3516,0.0527499,-57.06
3517,0.0984654,13.764
3518,0.0512698,-57.966
3519,0.0991292,12.816
3520,0.0504763,-58.956
3521,0.0550311,55.02
3522,0.00214387,43.614
3523,0.0835271,25.524
3524,0.00775912,70.056
3525,0.0878377,-27.588
3526,0.016945,73.476
3527,0.0941091,1.47
3528,0.045624,60.75
3529,0.0732884,-40.38
3530,0.0269548,-69.972
3531,0.0726094,42.132
3532,0.0444033,-61.17
3533,0.0728841,41.328
3534,0.046097,-59.142
3535,0.0699239,40.98
3536,0.08149,-31.554
3537,0.0740666,39.642
3538,0.0445101,-61.308
3539,0.0760274,38.604
3540,0.0238725,-71.406
3541,0.071137,40.776
3542,0.0414965,-62.988
3543,0.0742116,39.57
3544,0.0427859,-64.674
3545,0.101143,8.886
3546,0.010521,73.368
3547,0.0961232,8.52
3548,0.039223,-62.214
3549,0.0796514,-32.79
3550,0.0777974,40.386
3551,0.04303,-63.426
3552,0.077538,37.32
3553,0.0402453,-63.846
3554,0.0760808,39.054
3555,0.043854,-62.43
3556,0.0956883,-13.578
3557,0.0461352,59.772
3558,0.094666,-14.436
3559,0.00272371,-45.198
3560,0.094666,14.448
3561,0.00200655,9.18
3562,0.0950246,13.524
3563,0.0192872,72.588
3564,0.0149842,-75.048
3565,0.0391924,63.912
3566,0.0116425,-72.444
3567,0.095696,-6.432
3568,0.0101395,-71.898
3569,0.0772252,33.594
3570,0.0326693,-66.654
3571,0.0947652,-8.226
3572,0.093308,11.916
3573,0.0627675,-49.962
3574,0.0301896,-68.412
3575,0.0974736,3.696
3576,0.022072,72.582
3577,0.0759816,-37.722
3578,0.0808721,33.6
3579,0.0767522,-38.922
3580,0.081696,35.052
3581,0.0845723,-28.824
3582,0.0949864,4.998
3583,0.01989,72.486
3584,0.0957341,14.88
3585,0.0213853,71.91
3586,0.00251009,37.566
3587,0.0335162,-68.646
3588,0.0684361,44.922
3589,0.0833287,-29.718
3590,0.0704885,41.664
3591,0.0470583,-59.454
3592,0.0891042,-26.856
3593,0.0673451,44.898
3594,0.086678,-27.552
3595,0.0720677,43.494
3596,0.047394,-56.964
3597,0.0996327,2.232
3598,0.0311357,-67.968
3599,0.0684972,44.688
3600,0.0831914,-30.168
3601,0.0099259,72.504
3602,0.0738683,41.112
3603,0.0432971,-62.232
3604,0.0761342,40.068
3605,0.0401232,-62.526
3606,0.0851903,-30.504
3607,0.0745473,40.836
3608,0.0445712,-60.03
3609,0.093842,-11.418
3610,0.0487216,58.68
3611,0.0711293,-41.688
3612,0.0828862,32.178
3613,0.0314715,-68.334
3614,0.0989461,-9.552
3615,0.0426486,63.276
3616,0.070435,-39.276
3617,0.0407031,63.18
3618,0.0718999,-40.62
3619,0.0762486,33.912
3620,0.0284654,-68.634
3621,0.100045,2.736
3622,0.0810933,33.81
3623,0.0854573,-27.606
3624,0.00263216,36.462
3625,0.0548251,54.612
3626,0.0443118,-59.1
3627,0.0749974,40.512
3628,0.0459521,-60.858
3629,0.0543444,53.346
3630,0.00616458,67.902
3631,0.0957341,-17.778
3632,0.0594332,53.064
3633,0.0932851,-18.492
3634,0.0546954,55.17
3635,0.0925298,-19.392
3636,0.00959021,70.308
3637,0.0938268,12.09
3638,0.0605929,-51.996
3639,0.0962377,10.932
3640,0.0901418,-20.73
3641,0.0759435,39.516
3642,0.0414202,-60.906
3643,0.0940251,9.39
3644,0.0407641,-62.01
3645,0.0718007,-43.374
3646,0.0944219,16.866
3647,0.0129319,75.03
3648,0.0943837,18.57
3649,0.00492099,-63.918
3650,0.0872502,28.812
3651,0.0659413,-45.678
3652,0.090096,27.672
3653,0.0474398,58.668
3654,0.0977712,-2.58
3655,0.0478518,59.784
3656,0.0954137,-0.462
3657,0.0487444,59.034
